Name,Latitude,Longitude
FARMACIA MARTEL,404.301.441,-36.950.645
Esther SANSI POSICO,404.235.606,-37.248.528
Farmacia 13 (Parking COAM),404.235.606,-37.248.528
Farmacia CEA,404.235.606,-37.248.528
Farmacia Rialto - Pharmacy - 药店,404.235.606,-37.248.528
Guervós Bermejo Juan José,404.235.606,-37.248.528
Celgene España S.L.,404.235.606,-37.248.528
Farmacia Deleuze,404.235.606,-37.248.528
Farmacia Fuencarral 114,404.235.606,-37.248.528
Casa Hortensia Restaurante &amp; Sidrería,404.235.606,-37.248.528
Alcuzcuz de Alhuzema,404.235.606,-37.248.528
Farmacia Peña,404.235.606,-37.248.528
Fiscalia Para la Prevención y Represion del Tráfico Ilegal de Drogas,404.235.606,-37.248.528
Farmacia CIBELES ALCALÁ +A54 PHARMACY,404.203.337,-37.072.909
Farmacia Ana María Montilla Illera,404.196.486,-37.246.998
Farmacia Ópera Madrid,404.196.486,-37.246.998
Juan Mejías García Belda,404.196.486,-37.246.998
Farmacia Mora,404.196.486,-37.246.998
FARMACIA MARTEL,404.301.441,-38.176.307
FARMACIA PLAZA DE CHAMBERÍ,404.301.441,-38.176.307
Centro Deportivo Municipal Escuelas de San Antón,404.301.441,-38.176.307
FARMAFY.es,357.142.164,-13.610.581
Farmacia,404.204.743,-38.524.466
Farmacia,404.204.743,-38.524.466
Chueca / Calle de Farmacia,404.204.743,-38.524.466
Farmacia Jardines - Lucia Milans del Bosch - Pharmacy - Pharmacie - Apotheke - 药店 - 薬局,404.204.743,-38.524.466
Centro Asturiano de Madrid,404.204.743,-38.524.466
Celgene S L,404.204.743,-38.524.466
José Luis Martín Jaureguibeitia,404.204.743,-38.524.466
BETELGEUSE CONSULTORES SL,404.204.743,-38.524.466
Farmacia de Lavapiés,404.204.743,-38.524.466
Farmacia Central 365 dias,404.204.743,-38.524.466
Farmacia Av. de San Luis 52,357.142.164,-70.564.661
Herbolario,404.299.438,-38.329.477
Farmacia,404.299.438,-38.329.477
FARMACIA MARTEL,404.301.441,-38.176.307
Juanse Kafe,40.346.607,-39.633.858
Arte Chino Lacas,40.346.607,-39.633.858
Mi Rebotica,40.346.607,-39.633.858
MadridFarmacia24x7.com,40.346.607,-39.633.858
Painkiller.Madrid,40.346.607,-39.633.858
Alcaliber S.A.,40.426.095,-38.321.287
Farmacia,40.426.095,-38.321.287
Cook Madrid,40.426.095,-38.321.287
Farmacia Puerto,40.426.095,-38.321.287
El Enclave Academia de Arte,40.426.095,-38.321.287
Antigua farmacia de la Reina Madre,40.426.095,-38.321.287
Farmacia Alarcon,40.426.095,-38.321.287
Santa Maria Novella,40.426.095,-38.321.287
LALABEYOU - Escuela - Taller y Galería de Joyería Contemporánea. Cursos presenciales y Clases online. Formación continua. Joyas de Diseño,40.426.095,-38.321.287
Farmacia 24 Horas,404.817.396,-38.546.123
Bosco de Lobos,404.817.396,-38.546.123
FARMACIA MARTEL,404.301.441,-38.176.307
Manuel Riesgo S.A.,404.301.441,-38.176.307
Number Three Concept Vintage Store,404.301.441,-38.176.307
González Morán María Dolores,404.301.441,-38.176.307
B&amp;B Hotel Madrid Centro Fuencarral 52,404.301.441,-38.176.307
Farmacia Farmalife Alcalá,404.301.441,-38.176.307
"Farmacia de Castro Domínguez-Gil, Ana",404.301.441,-38.176.307
Mi Rebotica Store,404.301.441,-38.176.307
FARMACIA Manzanares C B,404.301.441,-38.176.307
Museo de Historia de Madrid,404.301.441,-38.176.307
Colegio Oficial de Farmaceuticos de Madrid,404.301.441,-38.176.307
Farmacia Herbolario Yolanda Pérez Taño,404.301.441,-38.176.307
Almirante 23,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Linneo Health S.L.,404.301.441,-38.176.307
Escuela Municipal de Música y Danza &quot;María Dolores Pradera&quot;,404.301.441,-38.176.307
farmacia online,404.301.441,-38.176.307
FARMACIA MARTEL,404.301.441,-38.176.307
Fundación ESAME. (Pharmaceutical Business School),42.304.574,-5.146.873
Vázquez Cano María Mar,404.318.955,-38.405.125
Ribeira do Miño,404.318.955,-38.405.125
Aparcamiento Escuelas de San Antón.,404.318.955,-38.405.125
Farma Express,357.142.164,-70.564.661
Baldosa Floja,404.238.911,-38.405.093
Cuartel General del Ejército de Tierra,404.238.911,-38.405.093
Parroquia de San Ildefonso,404.238.911,-38.405.093
Supermercados Dia,404.238.911,-38.405.093
Farmacia De La Fé,404.238.911,-38.405.093
Bodega de la Ardosa,404.238.911,-38.405.093
La Pescadería I Cocina Meditarránea #SinPescadoConcebida,404.238.911,-38.405.093
A Punto Escuela De Cocina y librería gastronómica,404.238.911,-38.405.093
Eneko Ingunza,404.238.911,-38.405.093
Senatus Legión de María,404.239,-38.400.521
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia Rita Hermoso,40.346.607,-39.633.858
Oficina de Correos,40.346.607,-39.633.858
A Different Life S.L.,40.346.607,-39.633.858
Plaza de San Ildefonso,40.346.607,-39.633.858
Centro Agustiniano,40.346.607,-39.633.858
Estudio de Arte Vega Berdón,40.346.607,-39.633.858
Farmacia GP80,40.346.607,-39.633.858
Iglesia de San Antón,40.346.607,-39.633.858
Agencia Vanity,40.346.607,-39.633.858
Garaje,40.346.607,-39.633.858
Hostal Ballesta,40.346.607,-39.633.858
Museo de Cera,40.346.607,-39.633.858
Tarot Farmazia,40.346.607,-39.633.858
Proxyfarma,40.346.607,-39.633.858
PIERCINGS MADRID,40.346.607,-39.633.858
Actafarma,357.142.164,-70.564.661
SUNLEVIGO BIO SL,40.422.626,-38.343.062
FARMACIA MARTEL,404.301.441,-38.176.307
Aramayo Vintage Malasaña,404.245.175,-38.421.017
Sindicatount,404.245.175,-38.421.017
Perfumerías Primor,404.245.175,-38.421.017
Farmacia Marta Cruz Puerto,404.245.175,-38.421.017
Toppik España,357.142.164,-70.564.661
Hostal Zamorán Madrid,404.216.641,-38.409.992
Makasa Construcciones Y Obras S.l.,404.216.641,-38.409.992
"Servicio Técnico INDESIT, LIEBHERR, SIEMENS, AEG, BALAY, BOSCH, MIELE",404.216.641,-38.409.992
PNKA Producciones,404.239.202,-38.400.763
Escuela Oficial de Idiomas Madrid-Tribunal,404.239.202,-38.400.763
Cal y Luna S.L.,404.239.202,-38.400.763
CMS Albiñana &amp; Suárez de Lezo,404.239.202,-38.400.763
Farmacia Vicente Camarón (Lda. Marina PIzarro Hervella),404.239.202,-38.400.763
Match Point Farma,357.146.136,-70.565.873
Farmacoslada,404.250.788,-37.073.154
FARMACIA MARTEL,404.301.441,-38.176.307
Calvo De Mora Alvarez Esther,404.257.205,-37.484.104
Centro Cultural del Gusto,404.257.205,-37.484.104
Farmacia Rollán Vázquez,404.257.205,-37.484.104
De la Paloma,404.123.812,-37.167.028
Farmacia Puerta de Toledo,404.059.044,-37.204.378
Farmacia Lda. Eloina Verduras Riera,404.006.881,-37.199.533
Farmacia Ronda de Segovia 44Servicios,404.006.881,-37.199.533
Farmacia De Quintana,404.109.371,-37.283.795
Farmacia Vallejo Nájera 25,404.019.373,-37.171.806
Farmacia Segundo Martínez Bullón,40.404.636,-37.290.907
Farmacia Catalina Castaño Fernández,40.404.636,-37.290.907
Farmacia de los Austrias (Lda. Mayte Garbayo),404.135.624,-37.192.016
Farmacia,404.135.624,-37.192.016
Farmacia Pontones,404.047.691,-37.241.043
Farmacia Arganzuela,40.398.326,-37.121.557
Farmacia de Nuria,404.088.222,-37.297.871
Farmacia Gasometro 11,404.045.418,-37.168.041
Farmacia,404.045.418,-37.168.041
FARMACIA DE CURTIDORES- Abierto 365 hasta las 23 h-PHARMACY- EL RASTRO,404.045.418,-37.168.041
Farmacia Fernández Rocha,404.045.418,-37.168.041
Farmacia Botica San Miguel,404.153.757,-37.182.273
Martínez Honduvilla María Pilar,404.069.151,-37.196.258
Frutos Sastre,404.069.151,-37.196.258
Gómez Virseda Juan José,404.069.151,-37.196.258
Farmacia,404.069.151,-37.196.258
r3 Farmacia Reyes Arganzuela-Lda. Emilia Reyes Parra,404.007.627,-37.178.804
Farmacia Adrián Adrián,40.412.369,-3.729.176
Crespo Cid María De Los Ángeles,40.412.369,-3.729.176
Farmacia Ayllón Martínez,40.403.631,-37.153.025
Farmacia Elías Domínguez Miguel Angel,404.092.928,-37.256.712
Farmacia Baztán,404.026.991,-37.116.345
Farmacia Serrano Palomo,404.026.991,-37.116.345
Farmacia - Raquel Aguado - Farmacosmetica,403.984.551,-37.170.588
Farmacia de Ulierte Vicente,403.984.551,-37.170.588
Farmacia Varela Gallego,40.411.828,-37.190.427
Farmacia La Latina,40.411.828,-37.190.427
Farmacia Paseo Melancólicos,40.401.538,-37.273.422
Farmacia Peñuelas,404.003.764,-37.118.268
La Latina Farmacia,404.113.738,-37.196.695
Mannicres Farma Sl,404.113.738,-37.196.695
Segovia 8 C B,4.040.989,-37.259.497
Antonio Guijarro Sánchez,4.040.989,-37.259.497
García Gómez María,4.040.989,-37.259.497
Farmacia SANA SANA,404.007.953,-3.726.787
Farmacia Imperial (Ldo. Javier González-Fierro Vallaure,404.007.953,-3.726.787
Farmacia Ortega Herce,404.007.953,-3.726.787
Manzanas González Jesús,404.007.953,-3.726.787
Farmacia Ópera Madrid,404.007.953,-3.726.787
FARMACIA MAYOR 13,404.007.953,-3.726.787
Farmacia Moya,404.007.953,-3.726.787
"Fernández Ruiz Tapiador, Pilar",404.007.953,-3.726.787
Farmacia,404.151.808,-37.306.975
Antigua Farmacia de Herradores,404.151.808,-37.306.975
Antigua farmacia de la Reina Madre,404.151.808,-37.306.975
Fernández Fernández Victoria,404.003.831,-37.205.861
Farmacia,404.003.831,-37.205.861
Farmacia,404.003.831,-37.205.861
Farmarosa,404.003.831,-37.205.861
FARMACIA MARTEL,404.301.441,-38.176.307
Phytoterápica,404.301.441,-38.176.307
Farmacia Ramiro Maldonado,404.301.441,-38.176.307
farmacia san damaso12H.Lda Rocío Mt. de Velasco Menéndez,404.301.441,-38.176.307
Isabel Elorrieta Uribarri,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Serrano Alberca María Antonia,404.301.441,-38.176.307
Farmacia Petra,404.301.441,-38.176.307
Farmacia Rialto - Pharmacy - 药店,404.301.441,-38.176.307
Antigua Farmacia de la Paloma,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Farmacia paseo de extremadura 124,404.301.441,-38.176.307
Farmacia De La Fé,404.301.441,-38.176.307
Farmacia Blanco Fernández,404.301.441,-38.176.307
Farmacia del Globo Atocha,404.301.441,-38.176.307
FARMACIA MARTEL,404.301.441,-38.176.307
FARMAFY.es,357.142.164,-13.610.581
Farmacia Av. de San Luis 52,357.142.164,-70.564.661
Farmacia Ortopedia Legazpi,403.936.495,-38.350.311
Farmacia Ortega Luna,403.936.495,-38.350.311
Mirador de Bailén,403.936.495,-38.350.311
Farmacia,403.936.495,-38.350.311
Farmacia Trébol Guzmán el Bueno,403.936.495,-38.350.311
Farmacia,403.936.495,-38.350.311
Farmacia Silvano,403.936.495,-38.350.311
Farmacia Villalba,404.266.076,-38.580.089
San Román,404.266.076,-38.580.089
farmacia online,404.266.076,-38.580.089
Farmacia Goya 12,404.266.076,-38.580.089
Farmacia,404.266.076,-38.580.089
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia Cavanilles,404.301.441,-38.176.307
Farmacia Farmalife Alcalá,404.301.441,-38.176.307
Farmacia Trébol Eloy 24 horas,404.301.441,-38.176.307
"Afp Pharmaceutical Development, S.L.",404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Centro Estética Margarita Arroyo,404.301.441,-38.176.307
Farmacia Pérez de la Iglesia,40.356.719,-38.362.267
Parafarmacia Coronado,442.463.608,11.805.129
Farmacia Trébol Mediterráneo,40.406.975,-3.814.887
Farmacia Habana 52,40.406.975,-3.814.887
Dietafarma,40.406.975,-3.814.887
Farmacia Carranza 9,40.406.975,-3.814.887
Farmacia Trébol Conde de Peñalver,40.406.975,-3.814.887
Farma Express,357.142.164,-70.564.661
Farmacia 24 Horas,404.817.396,-38.546.123
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia Optica Ortopedia Palomeque,404.301.441,-38.176.307
Mercería Pontones,404.048.108,-38.553.321
FARMACIA MARTEL,404.325.278,-36.878.775
FARMACIA LASTRA,404.277.397,-36.844.808
Farmacia Nuñez de Balboa,404.370.257,-36.907.881
Farmacia,404.370.257,-36.907.881
Farmacia Diego de León 22,404.370.257,-36.907.881
Farmacia Maldonado 30,404.370.257,-36.907.881
Farmacia Serrano 112,404.370.257,-36.907.881
FARMACIA MARTEL,404.301.441,-36.863.097
Farmacia García Guijas Redondo,404.301.441,-36.863.097
Farmacia La Esquina de Serrano,404.317.508,-36.953.353
Farmacia Palencia Paraja,404.317.508,-36.953.353
Farmacia Molina 58,404.317.508,-36.953.353
Farmacia Lamela Martínez,404.317.508,-36.953.353
Farmacia Trébol Conde de Peñalver,404.328.158,-368.361
Lamas Carreiro CB,40.433.792,-36.931.677
Farmacia Andrés Tejedor,404.286.818,-36.822.677
Farmacia Barrero Martín,404.286.818,-36.822.677
FARMACIA MARTEL,404.335.296,-3.688.029
Farmacia Sáenz Rodríguez - Farmacia Lista,404.335.296,-3.688.029
Farmacia Ana Vázquez,404.285.957,-3.679.722
Farmacia Raquel Delgado Querol López de Hoyos,404.370.878,-36.963.359
Maria Elena Gavilán Fernández,404.322.156,-36.907.796
Farmacia Botanic 51,404.322.156,-36.907.796
Farmacia Concha González,404.322.156,-36.907.796
Trullenque Puga Esther,404.322.156,-36.907.796
Parra Fernández Ana María,404.322.156,-36.907.796
Farmacia Botanic 51,404.322.156,-36.907.796
FARMACIA GERMAN La Botica de Padilla,404.311.003,-36.812.964
Silvia María Pardo Bellanato,404.384.642,-36.911.522
Farmacia Fernández López Ayllón María Pilar,404.346.892,-36.901
Docio Picciolato C B,404.346.892,-36.901
Farmacia Maldonado,404.346.892,-36.901
⚕ Farmacia Marta Masi Cantos Farmacia 12 Horas,404.288.493,-36.923.976
Federación de Distribuidores Farmacéuticos,404.288.493,-36.923.976
Ales Groupe España S.L.,404.288.493,-36.923.976
Farmaconfianza,404.288.493,-36.923.976
FARMACIA MARTEL,404.301.441,-38.176.307
TASCA LA FARMACIA,404.301.441,-38.176.307
Díez Pisón María Ángeles,404.301.441,-38.176.307
FARMAFY.es,357.142.164,-13.610.581
Rodríguez de las Cuevas,404.380.895,-38.295.407
Laboratorios Merck Centralita,404.380.895,-38.295.407
Farmacia,404.380.895,-38.295.407
Farmacia,404.380.895,-38.295.407
Farma Industria Asociación Nacional Empresarial De La Industria Farmaceutica,404.380.895,-38.295.407
Farmacia en Madrid Serrano 207,404.380.895,-38.295.407
Concepcion cid de la cueva,404.380.895,-38.295.407
Farmacia Astura 24 h,404.380.895,-38.295.407
Farmacia,404.380.895,-38.295.407
Lafarmaceutica.es Farmacia Barba San Román C.B. Grupo La Botica,404.380.895,-38.295.407
FARMACIA MARTEL,404.301.441,-38.176.307
Farmaindustria Asociación Nacional Empresarial de la Industria Farmacéutica,404.301.441,-38.176.307
FARMACIA,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Farmacia Prieto Sastre,404.301.441,-38.176.307
Farmacia Farmalife Alcalá,404.301.441,-38.176.307
Farmacia Santolaya,404.301.441,-38.176.307
Farmacia Hidalgo Pottecher,404.301.441,-38.176.307
Adefarma Asociación de Empresarios Farmaceuticos de Madrid,404.301.441,-38.176.307
García Benavides María Del Carmen,404.301.441,-38.176.307
Farmacia Puertas,404.301.441,-38.176.307
ELLOSFARMA,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Manzanaro Fernández Montés Marta,404.301.441,-38.176.307
Farmacia Av. de San Luis 52,357.142.164,-70.564.661
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia La Esencia,404.301.441,-38.176.307
Farmacia Lastra Alonso,404.301.441,-38.176.307
Crespo Tobarra María Francisca,404.301.441,-38.176.307
Laboratorios Uriage España,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
La Botica de Narváez 50,404.301.441,-38.176.307
Farmacia Alfaro,404.301.441,-38.176.307
Pellón Arrieta,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
IIR Madrid,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
FARMACIA LOPEZ DE HOYOS 374,404.301.441,-38.176.307
SIGRE,404.301.441,-38.176.307
Merck KGaA,404.301.441,-38.176.307
Farmacia Silvano,404.301.441,-38.176.307
FARMACIA MARTEL,404.301.441,-38.176.307
María De Molina 22 S L,404.301.441,-38.176.307
Valtai Consultores (Valtai Pharma S.L.U.),404.301.441,-38.176.307
Farmacia Ópera Madrid,404.301.441,-38.176.307
Biocol Laboratorios,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Farmacia,404.564.968,-38.069.972
"Farmacia de Castro Domínguez-Gil, Ana",404.564.968,-38.069.972
Farmacia,404.564.968,-38.069.972
EBUYFARMA,404.342.125,-3.833.384
Gattefosse España,404.342.125,-3.833.384
Crispifar SL,404.342.125,-3.833.384
ProtecFarma - Sede Social,404.342.125,-3.833.384
José Manuel López Galiano,404.342.125,-3.833.384
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia 365 dias,404.301.441,-38.176.307
PHARMA INTERNATIONAL S.A.,404.301.441,-38.176.307
Dolores Albareda Riera,404.301.441,-38.176.307
Fundación ESAME. (Pharmaceutical Business School),42.304.574,-5.146.873
Farmacia,404.241.139,-37.937.988
Droguería Perfumería ZANO,404.285.947,-38.151.337
Ortopedia Juan Bravo S.L.,404.285.947,-38.151.337
Natrelle Pharma,404.285.947,-38.151.337
Farmacia,404.285.947,-38.151.337
FARMALINEA | TIENDA ONLINE DE COSMÉTICA NATURAL Y SALUDABLE ROSA DE BULGARIA,404.285.947,-38.151.337
Desma Laboratorio Farmaceutico,404.285.947,-38.151.337
Coalca S.A.,404.285.947,-38.151.337
Actafarma,357.142.164,-70.564.661
Sistema de Autorregulación de Farmaindustria,404.373.229,-38.200.867
PharmaLog - Evento para los profesionales de la logística farma,404.373.229,-38.200.867
FARMACIA MARTEL,404.301.441,-38.176.307
Farmacia Puerto,404.452.375,-38.082.227
Font de Mora Farmacia,404.452.375,-38.082.227
Farmacia Santisima Trinidad,404.452.375,-38.082.227
Farmacia,404.452.375,-38.082.227
Farmacia Carranza 9,404.452.375,-38.082.227
Montero óptico,404.452.375,-38.082.227
invifor,404.452.375,-38.082.227
Douglas Perfumería,404.452.375,-38.082.227
Laboratorios Farmaceuticos Guerbet,404.452.375,-38.082.227
Antigua farmacia de la Reina Madre,404.452.375,-38.082.227
Farmacia 24 Horas,404.452.375,-38.082.227
Hospital de La Princesa,404.452.375,-38.082.227
Farmacia,404.452.375,-38.082.227
FARMACIA MARTEL,404.301.441,-38.176.307
Meliá Madrid Serrano,404.358.851,-38.255.825
Toppik España,357.142.164,-70.564.661
Farmacia Argensola (Farmacia Magistral) Farmacia Aquilino Corral Aragón,404.253.178,-38.348.832
Andrés Torres María Jesús,404.253.178,-38.348.832
Farmacia Caleruega 2,404.253.178,-38.348.832
Móvil,404.253.178,-38.348.832
Sociedad Española de Química Terapéutica,404.253.178,-38.348.832
Hotel NH Madrid Balboa,404.253.178,-38.348.832
Farmacia Trébol Betanzos 24 horas,404.253.178,-38.348.832
Dr Crespo Tobarra,404.253.178,-38.348.832
Francisco Montis Sáinz de los Terreros,404.253.178,-38.348.832
Match Point Farma,357.146.136,-70.565.873
ESSAE Formación - Escuela Superior de Auxiliares y Expertos,40.444.434,-38.263.747
Hotel Suites Barrio de Salamanca,40.444.434,-38.263.747
FARMACIA-ORTOPEDIA,40.444.434,-38.263.747
FARMACIA MARTEL,404.301.441,-38.176.307
Coque,404.301.441,-38.176.307
Farmacia,404.301.441,-38.176.307
Dr.ª Ana Revuelta Alonso,404.301.441,-38.176.307
GREATER THAN ONE EUROPE,404.301.441,-38.176.307
García Arroyo,404.301.441,-38.176.307
José Luis Herrera Pombo,404.301.441,-38.176.307
MAPFRE,404.301.441,-38.176.307
Tu-Banner.com,404.301.441,-38.176.307
Museo Lázaro Galdiano,404.301.441,-38.176.307
Juan Ignacio de la Cuesta,404.301.441,-38.176.307
Farmacia Revilla Delgado,404.301.441,-38.176.307
NEURO MERCK,404.301.441,-38.176.307
"Rodríguez-Vilariño Martín, M.",404.301.441,-38.176.307
Canal + Salud,404.301.441,-38.176.307
Confecciones Fidalgo Laborogar,404.301.441,-38.176.307
IF Center,404.301.441,-38.176.307
Hedilla Abogados,357.142.164,-70.564.661
FARMACIA MARTEL,404.301.441,-38.176.307
Centro de Vacunación de la Comunidad de Madrid,404.363.723,-38.260.401
Farmacia Pérez de la Iglesia,40.356.719,-38.362.267
beWanted,40.356.719,-38.362.267
La Sirena,40.356.719,-38.362.267
Javier Berriatua Horta,40.356.719,-38.362.267
Guinama,357.142.164,-70.564.661
TASCA LA FARMACIA,404.570.912,-3.832.463
