Name;A;B
Dr. César Segovia;4042991;-38054877
María Jesús Esperanza González Gil;4042991;-38054877
CEAM DENTAL 24 horas;4042991;-38054877
Clínica Dental Branemark Madrid - Implantología, Ortodoncia y Estética Dental;4042991;-38054877
Saniep S L;4042991;-38054877
Clínica Dental;4042991;-38054877
Baca Pérez Bryan Rafael;4042991;-38054877
Clínica Dental OdontoCentrum Moncloa;4042991;-38054877
Clínica Dental Fuencarral 94;4042991;-38054877
Clínica dental Dra. Arciniegas;4042991;-38054877
Clínica Dental Sm C.B.;4042991;-38054877
Clinica Dental;4042991;-38054877
Alández Odontología;4042991;-38054877
Rodrigo Martínez Orcajo;4042991;-38054877
Junco Almodóvar Vicente;4042991;-38054877
María Dolores Fraile Bartolomé;4042991;-38054877
Denche Molina, Francisco Javier;4042991;-38054877
Clínica Dental Escuder;4042991;-38054877
Dentista Estomatólogo Pedro Fernández Palacios;4042991;-38054877
Clínica Soria Vizcaíno;4042991;-38054877
Clínica Cirugía Estética;4042991;-38054877
Rey Ibarra, Antonio;4042991;-38054877
Clinica Dental Caser Madrid - Costa Rica;4042991;-38054877
Doctor Colmenero Clínica Dental;4042991;-38054877
Cirugía Maxilofacial y Odontología - Martínez Lage;4042991;-38054877
C Dental;4042991;-38054877
Juan Martínez Vázquez De Parga;4042991;-38054877
Odontologia Integral;4042991;-38054877
CLÍNICA DENTAL;4042991;-38054877
Clínica Dental San Ildefonso;4042991;-38054877
Clínica Dental Fernando Soria;4042991;-38054877
Centro Médico Dental Orense;4042991;-38054877
Gabinete Odontológico Dra. Beatriz Galindo;4042991;-38054877
Clínica Dental Chamberí Hernadent;4042991;-38054877
Centro Odontologico Princesa;4042991;-38054877
David Del Valle Lopez;4042991;-38054877
Clinica Dental Ayala 87;4042991;-38054877
Unidental;4042991;-38054877
Clínica dental del Rey;4042991;-38054877
R&amp;No;4042991
Clínica Dental;4042991;-38054877
3dental Removible S L;4042991;-38054877
CLINICA DENTAL MADRID;403925287;-38202613
Clínica Dental Alós Cortés | Blanqueamiento Dental, Implantes Dentales, Ortodoncia en Madrid;403925287;-38202613
Ortoclinik | Ortodoncia y Odontología Infantil | Odontopediatría | Dra. Casillas;403925287;-38202613
Clínica Dental Fleming;403925287;-38202613
Unidental;403925287;-38202613
Clínica Dental Dra. León Madrid - Especialistas ATM - Odontología Natural - Bruxismo;403925287;-38202613
Clínica Dental Belarra;403925287;-38202613
Clínica Dental Reyes 9;403925287;-38202613
Clinica Dental Centro Gnatologico de Madrid Prince Tasaky;403925287;-38202613
Clínica Dental CIO Arturo Soria | Implantes dentales en Madrid;403925287;-38202613
Castillo Martínez Ernesto;404105932;-38578076
Asistencia Dental Europea Sa;404105932;-38578076
Vitaldent;404105932;-38578076
Dra. Gómez Sarte, María Teresa;404105932;-38578076
Clínica Dental en Madrid - Cielo Dental;404105932;-38578076
Clínicas Vivanta;404105932;-38578076
Francisco Javier Giménez Fábrega;404105932;-38578076
A de;404105932;-38578076
Clínica Dental Bucodent;404105932;-38578076
Clínica Dental CIRO | Dentista en Madrid;404105932;-38578076
Elite Dental Vallehermoso;404105932;-38578076
Clínica Dental Soto Ardois;404105932;-38578076
Cánova Dental;404105932;-38578076
Clínica Dental Pacifico Dent S.L.;404105932;-38578076
Clínica Castelo;404105932;-38578076
Clínica Asisa Dental;4042991;-38054877
Clínica de Cirugía Maxilofacial, Cirugía Plástica Estética y Reparadora, Medicina Estética, Trasplante capilar, Dermatología;4042991;-38054877
Clínica Bretón;404393907;-3833344
Unidental;404393907;-3833344
Clinica Dental Intersalud Dres. Toro Mattozzi;404393907;-3833344
Clinica Dental Alpe (Martos-Boira);404393907;-3833344
Clínica Dental Moreno Fluxá;404393907;-3833344
CENTRO MEDICO DENTAL GALILEO 60;404393907;-3833344
Clínica Dental Sanitas Milenium General Perón;4042991;-38054877
Clínica Dental CRISTINA VIYUELA + CO - ZURBANO;4042991;-38054877
Clínica Dental El Pilar;4042991;-38054877
Clínica dental Delgado y Delgado;4042991;-38054877
Clínica Dental De la Plaza;404312762;-37937367
Clínica dental Domínguez y Prados;404312762;-37937367
Clínica Dental Egle;404312762;-37937367
Clínica Dental las Letras -Dra Inmaculada Sanz;404312762;-37937367
Summa 112 Centro de Salud &quot;-0;No
Clínica dental PeopleDent;404312762;-37937367
Clínica Asisa Dental;4042991;-38054877
Clínica IOS;4042991;-38054877
Adoración Martínez Zarzuela;4042991;-38054877
Dentimed;4042991;-38054877
Jorge Juan Dental;4042991;-38054877
Dr. Juan Carlos Rivero Lesmes;4042991;-38054877
Centro de Biomecánica San Martín;4042991;-38054877
Clínica Dental Ferrus &amp;No;4042991
Salud Dental Blanco. Clínica Dental Madrid;4042991;-38054877
Dra. Cecilia León García, Dentista;4042991;-38054877
MEDESTETIC DENTAL;4042991;-38054877
Dr. Alberto Cervera Sabater;4042991;-38054877
Clínica Piqueras - Podólogo y Cirugía del Pie en Madrid;4042991;-38054877
Hospital Dental de Moratalaz - Martínez y Morcuende;4042991;-38054877
Clínica Dental Pinar;4042991;-38054877
CLINICA PEDROCHE. Tratamientos para alargar y mejorar la vida de tus dientes. Orthotropics, Ortodoncia, Bruxismo, ATM, Implantes, Estética avanzada;4042991;-38054877
Clínica Dental CRISTINA VIYUELA + CO - HORTALEZA;4042991;-38054877
DentistasenMadrid;4042991;-38054877
Clínica Dental Dra Uriol;4042991;-38054877
Clínica Dental Rocío Martínez;4042991;-38054877
Dr Fernández Palacios Ruiz;4042991;-38054877
Plan D CLÍNICA DENTAL SANCHINARRO;4042991;-38054877
Martínez Etayo Manuel;4042991;-38054877
Madit Clínica Dental Vallecas;4042991;-38054877
Clínica Asisa Dental;4042991;-38054877
Clinica Dental Parque de Santa Maria;4042991;-38054877
Ediciones Avances Médico Dentales;4042991;-38054877
Clínica Dental Retiro;4042991;-38054877
Clínica Dental María Luisa Jiménez;4042991;-38054877
Clinica Dental CES Quintana;4042991;-38054877
Madrid Sur Dental;403900332;-38958674
Dentalcare;403900332;-38958674
Clínica Dental Villaverde Alto - Dentistas Madrid Sur;403900332;-38958674
Clínica Dental Milenium Castelló - Sanitas;403900332;-38958674
Clínica Dental We;403900332;-38958674
Clínica Oporto Dental;403900332;-38958674
Clínica Dental Dr. Estévez;403900332;-38958674
CLINICA IMPLANT SOLUTION - Dr. Pedro Fernández - Palacios Ruiz;403900332;-38958674
Salud Dental Blanco. Clínica Dental Madrid;404080339;-38161731
Clinica Cloe;404080339;-38161731
Clinica Dental Carabanchel Alto 56;404080339;-38161731
Dr. Luís Ruiz Capillas;404080339;-38161731
DENTALENT SELECCIÓN DE PERSONAL;404080339;-38161731
Clínica Dental Zentrum;404080339;-38161731
Centros de Calidad Dental;4042991;-38054877
Dentales Amador;4042991;-38054877
Clínica Marzán;4042991;-38054877
Clinica Dr. J Fábregas;4042991;-38054877
Doctora Chups | Tratamiento de Bruxismo y Apnea del Sueño en Madrid;4042991;-38054877
Clínica Dental Sada;4042991;-38054877
Instituto Dental Vadenta;4042991;-38054877
Clínica Armstrong Internacional SL;4042991;-38054877
Clínica Dental Milenium El Corte Ingles Callao - Sanitas;4042991;-38054877
Clínica Dental Carabanchel | Dr. Tomás Hernán | Medicina Estética Carabanchel;403615983;-38976653
Clinica BIO;403615983;-38976653
Clínica Ros Dental - Odontología y estética dental en Madrid;404266128;-38202757
Clínica Dental Fuencarral 94;404266128;-38202757
CLINICA DENTAL ESCARIZ;404266128;-38202757
Clínica Dental Pacifico Dent S.L.;404266128;-38202757
Clínica Dental Milenium Chueca;404266128;-38202757
Clínica Dental Plaza Prosperidad;404266128;-38202757
María Dolores García Rodríguez;404235685;-3838898
Clínica Dental Dentis Arts Dra Ruth Garcia Alvarez;404235685;-3838898
Clínica Argensola;404235685;-3838898
Clínica dental Divino Pastor;404235685;-3838898
Clínica Dental Génova;404235685;-3838898
Clínica Dental Doctores Hurtado;404235685;-3838898
Clínica Dental MUNDISALUD;404235685;-3838898
Clinica Dental Rocha´s;404235685;-3838898
Cristina Hernández Magdaleno;404235685;-3838898
Clínica Dental IRD;404235685;-3838898
Folque de las Rivas;404235685;-3838898
Francisco Mericaechevarria Gómez;404235685;-3838898
Clínica Dental Dentis Arts;404235685;-3838898
Centro Dental Sanitas;404235685;-3838898
Clinica Dental Alzira;404235685;-3838898
Clínicas Vivanta;40439991;-37333445
Instituto De Reconstruccion Dental S L;404312864;-37224909
Clínica de los Doctores del Río;404312864;-37224909
Clínica dental;404236047;-37196617
Clinica Odos Dental;404369601;-37327961
Dr Cabrera Santamaría;404296092;-37223508
Mg Clinica Dental;404296092;-37223508
Clínica Estética Inicodont;404343653;-37216284
Clínica Dental;404190172;-37229409
Torres García José Luis;403900332;-38958674
Clínica Dental;403900332;-38958674
Dentistas en Madrid;403900332;-38958674
SOLIDARIA DENTAL CARE;403900332;-38958674
Ripladent S L;403900332;-38958674
Carmen Pérez García - Diego;403900332;-38958674
Clinica Dental La Palma;403900332;-38958674
Invisalign Madrid Smile-In Ortodoncia invisible;403900332;-38958674
Clínica Alamán San Martín;403900332;-38958674
Dr Rivera Vela Luis Miguel;403900332;-38958674
PlusDental® Madrid(Chueca);404290226;-38196195
Clínica Dental Plaza Prosperidad;404290226;-38196195
Clinica Dental y Aeronáutica Puerta de Alcalá;404290226;-38196195
Clínica Dental Nieto&amp;No;404290226
sMySecret;404290226;-38196195
Clínica Dental Argüelles;404290226;-38196195
CLINICA DENTAL MADRID;404290226;-38196195
Manuel Candales Candeal;404290226;-38196195
Romina Barbieri;4042991;-38054877
Clínica Dental Escuder;4042991;-38054877
López Trujillo Bernardo;4042991;-38054877
Clínica Dental Ruiz de Gopegui;4042991;-38054877
Dental Denche;4042991;-38054877
Clinica Dental Ortodoncia Rivero;4042991;-38054877
Clínica Dental Iris Trotti;4042991;-38054877
Clínica Dental Orense;4042991;-38054877
Clínica Dental San Bernardo 58;4042991;-38054877
Dentista;4042991;-38054877
Clínica Dental en Madrid - Cielo Dental;4042991;-38054877
Clínica Relevium;4042991;-38054877
Clinica Dental Centro Gnatologico de Madrid Prince Tasaky;4042991;-38054877
Clinica Dental;4042991;-38054877
A Clinica Dental;4042991;-38054877
Mariano González Perona;4042991;-38054877
CITADENTAL Orense;4042991;-38054877
Clínica Dental Reina Victoria 23;4042991;-38054877
Clínica Castelo;4042991;-38054877
Francisco Javier Giménez Fábrega;4042991;-38054877
Uceda Melero M Teresa;4042991;-38054877
Salud Dental Blanco. Clínica Dental Madrid;4042991;-38054877
R&amp;No;4042991
Clínica Dental San Pedro;404039841;-38398548
Clínica Dental CIO Arturo Soria | Implantes dentales en Madrid;404039841;-38398548
Clínica Dental Bernabéu;404039841;-38398548
Avalon Cinco Clínica Dental y Estética;404039841;-38398548
Dr Ángel Silmi;404039841;-38398548
Jorge Juan Dental;404039841;-38398548
Clínica Dental Rocío Martínez;404039841;-38398548
Centro Médico Dental Orense;404039841;-38398548
Clínica Dental Lama &amp;No;404039841
Clínica Dental De la Plaza;404039841;-38398548
www.dentalcor.es;404273444;-38374228
DENTANET - ASTROS CLÍNICA DENTAL;404377852;-36795371
Clínica Conde Dental;404377852;-36795371
LOBATO &amp;No;404377852
Plénido Dental Viriato;404005378;-38263024
Clínica Dental paseo de la Florida;404005378;-38263024
Clínica Miradent. Implantes dentales y estética dental y facial en Madrid.;404005378;-38263024
Clínica Dental Sonrisa 10;404005378;-38263024
Clínica Dental Quezada;404005378;-38263024
Clinica dental Isabel Mañas;404005378;-38263024
Centro Dental De La Riva;404005378;-38263024
Clínica dental Delgado y Delgado;404005378;-38263024
Clínica Dental Vega Roucher;404005378;-38263024
Andes Clínica Dental;4042991;-38054877
Clinica Dental;4042991;-38054877
Clínica Dental Belarra;4042991;-38054877
iQ Dental.;404273446;-38374206
Clínica Dental El Pilar;404273446;-38374206
Clínica Dental Ciudad De Los Ángeles;403606486;-38355271
Del Avellanal Calzadilla Martín;403606486;-38355271
Clínica Asisa Dental;403606486;-38355271
Clínica Dental DENTIMER, en Pirámides/Acacias;403606486;-38355271
Dentalcare;403606486;-38355271
Sanitas dental;403606486;-38355271
Clínica dental Puerta de Toledo;40405162;-37191784
Clínica Dental Embajadores;40405162;-37191784
Clinica Dental Gran Vía de San Francisco;40405162;-37191784
MYCA - Clínica Dental en Pirámides;40405162;-37191784
CLILADENT - Clínica Dental La Latina - Implantes Dentales;40405162;-37191784
Clinica Dental Pv;403985478;-37162751
Clínica Dental Pirámides;404010676;-37217609
Clínica Dental García-Rivera;404010676;-37217609
Clínica Dental Rocío Martínez;404010676;-37217609
Clínica Dental Ercilla;404020793;-37109059
Megadental - Dentista en Arganzuela, Madrid;404053681;-37229737
Bufident;403971146;-37127112
Clínica Dental Control;404042087;-37238427
Clínicas Vivanta;404058524;-37199587
Clínica Dental Milenium Puerta de Toledo - Sanitas;404058524;-37199587
EGABIL DENTAL SL;404058524;-37199587
CLINICA DENTAL PACIOS VELEDA;4039803;-37166647
Clínica dental Cristina Armero Abad;4039803;-37166647
Clinica Dental;4039803;-37166647
Clínica dental Pontones - Manuela Acosta;404043877;-37270514
Clínica dental;404043877;-37270514
Clínicas Sanidental;404009448;-37108224
Clínica Arganzuela (Fisioterapia y odontología);404062939;-37280647
Fernández Fariñas José M;404009079;-3721923
Sociedad Médico Dental Zarandieta Román S.L.;404009079;-3721923
Clinica Dental Dr. Emilio Ibáñez;404009079;-3721923
DENTASALUD XXI S.L.;404009079;-3721923
NOXADENT S.L.;404009079;-3721923
Dientes Ya !!!;403982663;-37115187
Clinica Dental Peques;404096379;-37290949
Clínicas Vivanta;403900332;-37733012
ELENA Y MARTA S.L.;404117414;-37241
Clínica Odontológica de la Universidad Europea de Madrid;403974952;-37202689
invisalign Madrid - Ortodoncia invisible;403879535;-37177738
Policlínica Universitaria de la Universidad Europea de Madrid;403879535;-37177738
Bienestar dental;404075576;-3727517
Pulidental S L;404075576;-3727517
Dentologies - Clínica dental Madrid;40391097;-37206407
CNSDENTAL;404096379;-37378497
Zarandieta Besuman;404080479;-37192725
Clínica y Formación Puche Lázaro;404080479;-37192725
CLINICA DENTAL PAZ;404080479;-37192725
Clínica Dental Onix Dental;4039577;-37341895
ENDOyENDO;4039577;-37341895
Asp Dent;403900332;-38958674
Salud Dental Blanco. Clínica Dental Madrid;403900332;-38958674
CLÍNICA DRA. EDURNE PALACIOS;403900332;-38958674
Clínica Smilodon;403900332;-38958674
Clínica Dental Atocha;403900332;-38958674
Clinical Trainers Business School;403900332;-38958674
Clinica Odos Dental;403900332;-38958674
CLINICA DENTAL MADRID;403900332;-38958674
Clínica Dental Gran Vía;403900332;-38958674
Clinica Dental Babia;403900332;-38958674
Clínica Dental;403900332;-38958674
CLILADENT - Clínica Dental Usera - Implantes Dentales;403900332;-38958674
Clínica Dental Serrano S.L.;403900332;-38958674
Dentistas en Madrid;403900332;-38958674
Clínica dental Drs. Pelayo;403900332;-38958674
Morales Vela Cb;403900332;-38958674
Clínica Dental;403900332;-38958674
Clinica Dental;403900332;-38958674
Clínica dental Ruiz Tarjuelo;403900332;-38958674
Clinica Dental;403900332;-38958674
Clinica Dental;403900332;-38958674
Doctora Gabriela Castillo, clínica dental;403900332;-38958674
Clínica Dental;403900332;-38958674
Clinica Dental Rubiera;403900332;-38958674
Dentalia Sol;403900332;-38958674
Clínica Dental en Madrid - Cielo Dental;403900332;-38958674
Clínica dental Denterpil;403900332;-38958674
Clinica Dental;403900332;-38958674
Estomege S.l.;403900332;-38958674
Clínica Dental Praga.;403900332;-38958674
Clínica Dental Pacifico Dent S.L.;403900332;-38958674
Clínica Dental Dr. Prieto;403900332;-38958674
Clínica Dental Egle;403900332;-38958674
Clínica Dental CIRO | Dentista en Madrid;404290863;-38195948
Dental Varas;404290863;-38195948
Clinica Dental Latorre;404290863;-38195948
Dentista;404290863;-38195948
Clínica Dental Plaza Prosperidad;404290863;-38195948
Clinica Dental;404290863;-38195948
Luis Astorga Alda;404290863;-38195948
Clínica Dental Banquez;404290863;-38195948
Bio Dental;404033807;-38324095
CLINICA DENTAL ARPEL DENTAL;404033807;-38324095
Clínica Dental Orense;403900332;-38958674
Clínica Dental Arroyo;403900332;-38958674
Clínica Dental Nieto&amp;No;403900332
Clínica Dental Argüelles;403900332;-38958674
Clinica Novasalud;403900332;-38958674
Clínica Dental Adeslas;403900332;-38958674
Implantes Dentales Madrid | Clínica Dental Dr. Tomás Hernán;403900332;-38958674
